lead_id,original_message,service_type,issue_summary,urgency,customer_intent,timing_need,missing_info,lead_quality,priority_score,priority_level,routing_decision,routing_reason
L0433,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0443,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0449,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0458,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0466,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0473,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0483,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0493,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0499,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0012,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0020,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0034,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0035,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0044,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0062,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0070,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0084,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0085,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0094,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0112,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0120,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0134,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0135,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0144,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0162,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0170,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0184,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0185,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0194,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0212,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0220,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0234,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0235,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0244,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0262,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0270,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0284,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0285,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0294,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0312,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0320,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0334,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0335,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0344,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0362,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0370,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0384,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0385,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0394,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0412,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0420,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0434,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0435,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0444,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0462,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Out of Scope,Free crypto investment opportunity for contractors. Click this link for guaranteed returns.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0470,Please remove me from your list.,Out of Scope,Please remove me from your list.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0484,SEO services for local contractors. We can put your business on page one.,Out of Scope,SEO services for local contractors. We can put your business on page one.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0485,I have a business loan offer for your company. Reply now for approval.,Out of Scope,I have a business loan offer for your company. Reply now for approval.,Low,Spam or opt-out,Immediate,None,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
L0494,Buy followers for your contractor page with a sponsored post package.,Out of Scope,Buy followers for your contractor page with a sponsored post package.,Low,Spam or opt-out,Not specified,preferred timing,Spam,0,Low,Ignore/spam,"Message appears to be spam, promotional, or an opt-out request."
